,year,month,artist_name,ms_played
1809,2019,3,Aron Wright,6.7
1810,2019,3,Au5,6.96
1811,2019,3,BANNERS,0.09
1812,2019,3,BLACKPINK,0.06
1813,2019,3,Bag Raiders,3.93
1814,2019,3,Beck,5.86
1815,2019,3,Bishop Briggs,304.51
1816,2019,3,Bruno Mars,3.44
1817,2019,3,Burbank,343.88
1818,2019,3,CHiCO with HoneyWorks,25.99
1819,2019,3,Celldweller,4.4
1820,2019,3,Clean Bandit,0.03
1821,2019,3,Danilla,971.24
1822,2019,3,Danyka Nadeau,4.61
1823,2019,3,Daoko,18.85
1824,2019,3,Daphne Willis,1.19
1825,2019,3,Derby,3.99
1826,2019,3,Don Nelson,4.13
1827,2019,3,Ed Sheeran,19.06
1828,2019,3,Eir Aoi,36.56
1829,2019,3,Electric Light Orchestra,5.06
1830,2019,3,Erin McCarley,0.03
1831,2019,3,Fight Like Apes,0.02
1832,2019,3,Florence + The Machine,84.28
1833,2019,3,Foster The People,3.99
1834,2019,3,Gesang,62.36
1835,2019,3,Gorillaz,0.25
1836,2019,3,Hoskey,0.02
1837,2019,3,Hyper Potions,412.44
1838,2019,3,Ikimonogakari,7.19
1839,2019,3,In Love With a Ghost,29.92
1840,2019,3,JayKode,4.1
1841,2019,3,Joji,0.03
1842,2019,3,Jon Brion,13.02
1843,2019,3,Kana Nishino,5.39
1844,2019,3,Killerblood,3.62
1845,2019,3,Kygo,3.68
1846,2019,3,Lenka,0.01
1847,2019,3,LiSA,101.3
1848,2019,3,MAN WITH A MISSION,8.56
1849,2019,3,MGMT,4.34
1850,2019,3,Macklemore,24.04
1851,2019,3,Maroon 5,0.04
1852,2019,3,Martin Garrix,0.02
1853,2019,3,Mayumi Itsuwa,27.22
1854,2019,3,Mielo,0.04
1855,2019,3,Mike Casey,2.67
1856,2019,3,Nirvana,62.78
1857,2019,3,Nitro Fun,41.63
1858,2019,3,OneRepublic,3.91
1859,2019,3,Onoken,3.64
1860,2019,3,Pink Guy,0.02
1861,2019,3,RADWIMPS,8.09
1862,2019,3,Radiohead,3.98
1863,2019,3,Rag'n'Bone Man,6.67
1864,2019,3,Rameses B,0.08
1865,2019,3,Reunify,4.28
1866,2019,3,Richard Caddock,0.56
1867,2019,3,Riouth,139.24
1868,2019,3,Rootkit,4.6
1869,2019,3,Rudimental,3.51
1870,2019,3,Run The Jewels,0.02
1871,2019,3,SEKAI NO OWARI,5.12
1872,2019,3,SILENT SIREN,21.75
1873,2019,3,SUDA MASAKI,0.38
1874,2019,3,Scott Brown,5.61
1875,2019,3,Shawn Wasabi,0.01
1876,2019,3,Stephen Walking,4.35
1877,2019,3,The Chainsmokers,7.42
1878,2019,3,The Gregory Brothers,2.62
1879,2019,3,The Head And The Heart,14.53
1880,2019,3,The Polyphonic Spree,5.62
1881,2019,3,The Willowz,2.97
1882,2019,3,Trivecta,9.0
1883,2019,3,Tut Tut Child,0.01
1884,2019,3,War,3.84
1885,2019,3,Ylvis,0.04
1886,2019,3,amazarashi,5.8
1887,2019,3,audalanche,3.06
1888,2019,3,ayaka,4.44
1889,2019,3,for KING & COUNTRY,0.68
1890,2019,3,frederic,8.51
1891,2019,3,kobasolo,163.37
1892,2019,3,naotyu-,2.4
1893,2019,3,supercell,56.65
1894,2019,4,AG,110.85
1895,2019,4,AJR,13.44
1896,2019,4,Aimer,291.96
1897,2019,4,Aioi,61.26
1898,2019,4,Alessia Cara,14.63
1899,2019,4,All Sons & Daughters,48.39
1900,2019,4,Andrew Applepie,71.67
1901,2019,4,Anna Yvette,23.16
1902,2019,4,Apink,0.02
1903,2019,4,Aron Wright,23.67
1904,2019,4,Au5,42.61
1905,2019,4,BANNERS,29.88
1906,2019,4,BLACKPINK,66.04
1907,2019,4,BOL4,0.92
1908,2019,4,Bag Raiders,23.58
1909,2019,4,Beck,30.75
1910,2019,4,Bishop Briggs,255.19
1911,2019,4,Bob Seger,13.63
1912,2019,4,Bruno Mars,17.22
1913,2019,4,Burbank,3.04
1914,2019,4,CHiCO with HoneyWorks,34.35
1915,2019,4,Celldweller,17.68
1916,2019,4,Clean Bandit,17.7
1917,2019,4,Cranky,12.43
1918,2019,4,Danilla,1965.12
1919,2019,4,Danyka Nadeau,23.03
1920,2019,4,Daoko,9.68
1921,2019,4,Daphne Willis,22.43
1922,2019,4,Derby,27.91
1923,2019,4,Direct,27.5
1924,2019,4,Disco Fries,77.28
1925,2019,4,Don Nelson,18.78
1926,2019,4,Duckwrth,0.19
1927,2019,4,Ed Sheeran,124.44
1928,2019,4,Eir Aoi,47.17
1929,2019,4,Electric Light Orchestra,30.59
1930,2019,4,Erin McCarley,19.83
1931,2019,4,Eyemedia,24.02
1932,2019,4,Far East Movement,25.3
1933,2019,4,Fight Like Apes,20.34
1934,2019,4,Florence + The Machine,45.84
1935,2019,4,Flume,19.44
1936,2019,4,Foster The People,19.99
1937,2019,4,Fractal,0.71
1938,2019,4,Gesang,26.84
1939,2019,4,Gorillaz,22.57
1940,2019,4,Hoskey,26.01
1941,2019,4,Hyper Potions,22.62
1942,2019,4,Ikimonogakari,49.14
1943,2019,4,Imagine Dragons,21.87
1944,2019,4,In Love With a Ghost,145.57
1945,2019,4,JENNIE,2.83
1946,2019,4,James Arthur,14.59
1947,2019,4,JayKode,20.44
1948,2019,4,Jill Andrews,22.41
1949,2019,4,Joji,23.58
1950,2019,4,Jon Brion,103.89
1951,2019,4,Juice WRLD,0.11
1952,2019,4,K/DA,0.19
1953,2019,4,Kana Nishino,103.93
1954,2019,4,Khalid,3.29
1955,2019,4,Killabyte,25.52
1956,2019,4,Killerblood,10.8
1957,2019,4,Kygo,22.08
1958,2019,4,LVTHER,19.44
1959,2019,4,Led Zeppelin,17.06
1960,2019,4,Lenka,27.09
1961,2019,4,LiSA,89.85
1962,2019,4,Lily Allen,18.36
1963,2019,4,LÉON,16.58
1964,2019,4,MAMAMOO,0.04
1965,2019,4,MAN WITH A MISSION,68.63
1966,2019,4,MGMT,26.02
1967,2019,4,Macklemore,46.1
1968,2019,4,Maroon 5,36.78
1969,2019,4,Marshmello,23.0
1970,2019,4,Martin Garrix,22.11
1971,2019,4,Mayumi Itsuwa,19.66
1972,2019,4,Mielo,20.16
1973,2019,4,Mocca,19.36
1974,2019,4,Nicki Minaj,2.91
1975,2019,4,Nikki Simmons,10.65
1976,2019,4,Nirvana,33.53
1977,2019,4,Omnia,6.02
1978,2019,4,OneRepublic,23.45
1979,2019,4,Onoken,9.12
1980,2019,4,Pink Guy,72.72
1981,2019,4,Post Malone,0.18
1982,2019,4,Queen,12.43
1983,2019,4,RADWIMPS,101.09
1984,2019,4,Radiohead,19.94
1985,2019,4,Rag'n'Bone Man,20.04
1986,2019,4,Rameses B,32.29
1987,2019,4,Red Velvet,3.37
1988,2019,4,Reunify,19.69
1989,2019,4,Riouth,99.56
1990,2019,4,Rootkit,25.33
1991,2019,4,Rudimental,21.08
1992,2019,4,Run The Jewels,17.76
1993,2019,4,SEKAI NO OWARI,57.77
1994,2019,4,SEVENTEEN,3.41
1995,2019,4,SILENT SIREN,27.34
1996,2019,4,San Holo,14.52
1997,2019,4,Scott Brown,17.07
1998,2019,4,Shawn Wasabi,18.89
1999,2019,4,TAEYEON,3.75
2000,2019,4,TWICE,0.84
2001,2019,4,Televisor,38.96
2002,2019,4,The Chainsmokers,70.94
2003,2019,4,The Gregory Brothers,13.06
2004,2019,4,The Head And The Heart,53.7
2005,2019,4,The Polyphonic Spree,57.86
2006,2019,4,The Willowz,32.32
2007,2019,4,Thutmose,3.32
2008,2019,4,Tim Schaufert,2.7
2009,2019,4,Trivecta,18.33
2010,2019,4,Tut Tut Child,18.42
2011,2019,4,Vancouver Sleep Clinic,26.72
2012,2019,4,War,23.01
2013,2019,4,Ylvis,66.5
2014,2019,4,Zedd,14.89
2015,2019,4,amazarashi,34.69
2016,2019,4,audalanche,15.66
2017,2019,4,ayaka,55.59
2018,2019,4,dark cat,20.89
2019,2019,4,for KING & COUNTRY,34.17
2020,2019,4,frederic,25.53
2021,2019,4,iKON,3.49
2022,2019,4,kobasolo,396.43
2023,2019,4,naotyu-,16.8
2024,2019,4,supercell,33.97
2025,2019,5,AG,99.86
2026,2019,5,AJR,6.76
2027,2019,5,Aimer,58.82
2028,2019,5,Aioi,15.71
2029,2019,5,Alessia Cara,8.78
2030,2019,5,All Sons & Daughters,26.7
2031,2019,5,Andrew Applepie,55.85
2032,2019,5,Anna Yvette,8.46
2033,2019,5,Ariana Grande,3.46
2034,2019,5,Aron Wright,7.83
2035,2019,5,Au5,7.0
2036,2019,5,BANNERS,8.94
2037,2019,5,BLACKPINK,11.19
2038,2019,5,Bag Raiders,12.2
2039,2019,5,Beck,11.73
2040,2019,5,Billie Eilish,3.73
2041,2019,5,Billy Joel,0.08
2042,2019,5,Bishop Briggs,223.95
2043,2019,5,Bob Seger,0.78
2044,2019,5,Bruno Mars,10.33
2045,2019,5,CHiCO with HoneyWorks,20.49
2046,2019,5,Celldweller,8.8
2047,2019,5,Clean Bandit,10.65
2048,2019,5,Cranky,8.81
2049,2019,5,Danilla,823.7
2050,2019,5,Danny Elfman,0.53
2051,2019,5,Danyka Nadeau,9.77
2052,2019,5,Daoko,4.83
2053,2019,5,Daphne Willis,14.32
2054,2019,5,Derby,11.96
2055,2019,5,Direct,13.77
2056,2019,5,Disco Fries,73.46
2057,2019,5,Don Nelson,8.53
2058,2019,5,Ed Sheeran,35.66
2059,2019,5,Eir Aoi,34.61
2060,2019,5,Electric Light Orchestra,25.28
2061,2019,5,Erin McCarley,8.71
2062,2019,5,Eyemedia,5.32
2063,2019,5,Far East Movement,14.46
2064,2019,5,Fight Like Apes,3.6
2065,2019,5,Florence + The Machine,151.26
2066,2019,5,Flume,6.75
2067,2019,5,Foster The People,4.06
2068,2019,5,Gesang,26.81
2069,2019,5,Gorillaz,11.88
2070,2019,5,Harry James,0.04
2071,2019,5,Hoskey,8.47
2072,2019,5,Hyper Potions,8.86
2073,2019,5,Ikimonogakari,12.2
2074,2019,5,Imagine Dragons,6.24
2075,2019,5,In Love With a Ghost,46.11
2076,2019,5,James Arthur,6.19
2077,2019,5,JayKode,8.2
2078,2019,5,Jill Andrews,13.47
2079,2019,5,Joji,15.36
2080,2019,5,Jon Brion,31.16
2081,2019,5,Jonas Brothers,3.02
2082,2019,5,Kana Nishino,33.94
2083,2019,5,Killabyte,14.11
2084,2019,5,Killerblood,2.33
2085,2019,5,Kygo,333.64
2086,2019,5,LVTHER,11.02
2087,2019,5,Led Zeppelin,7.32
2088,2019,5,Lenka,10.6
2089,2019,5,LiSA,75.62
2090,2019,5,Lily Allen,14.68
2091,2019,5,Lizzo,2.89
2092,2019,5,LÉON,7.87
2093,2019,5,MAN WITH A MISSION,23.71
2094,2019,5,MGMT,13.05
2095,2019,5,Macklemore,44.19
2096,2019,5,Maroon 5,14.0
2097,2019,5,Marshmello,4.58
2098,2019,5,Martin Garrix,6.47
2099,2019,5,Mayumi Itsuwa,19.99
2100,2019,5,Mielo,15.2
2101,2019,5,Mocca,6.45
2102,2019,5,Nicky Jam,2.86
2103,2019,5,Nikki Simmons,2.49
2104,2019,5,Nirvana,26.98
2105,2019,5,OneRepublic,15.91
2106,2019,5,Onoken,3.83
2107,2019,5,Pink Guy,38.29
2108,2019,5,Post Malone,156.63
2109,2019,5,RADWIMPS,34.57
2110,2019,5,Radiohead,4.05
2111,2019,5,Rag'n'Bone Man,3.77
2112,2019,5,Rameses B,9.04
2113,2019,5,Reunify,0.1
2114,2019,5,Riouth,162.64
2115,2019,5,Rootkit,9.21
2116,2019,5,Rudimental,10.58
2117,2019,5,Run The Jewels,7.34
2118,2019,5,SEKAI NO OWARI,17.67
2119,2019,5,SILENT SIREN,19.1
2120,2019,5,San Holo,14.42
2121,2019,5,Scott Brown,5.7
2122,2019,5,Shawn Wasabi,8.1
2123,2019,5,Sun Rai,4.45
2124,2019,5,Televisor,13.45
2125,2019,5,The Chainsmokers,16.29
2126,2019,5,The Gregory Brothers,6.49
2127,2019,5,The Head And The Heart,38.24
2128,2019,5,The Polyphonic Spree,20.31
2129,2019,5,The Rolling Stones,0.4
2130,2019,5,The Turtles,0.68
2131,2019,5,The Willowz,12.11
2132,2019,5,Traffic,0.05
2133,2019,5,Trivecta,4.56
2134,2019,5,Tut Tut Child,1.11
2135,2019,5,Vancouver Sleep Clinic,16.85
2136,2019,5,War,11.51
2137,2019,5,Ylvis,20.2
2138,2019,5,Zara Larsson,2.91
2139,2019,5,Zedd,3.5
2140,2019,5,alt-J,201.81
2141,2019,5,amazarashi,10.33
2142,2019,5,audalanche,6.15
2143,2019,5,ayaka,18.54
2144,2019,5,dark cat,8.17
2145,2019,5,for KING & COUNTRY,10.8
2146,2019,5,frederic,12.76
2147,2019,5,kobasolo,232.59
2148,2019,5,naotyu-,2.85
2149,2019,5,supercell,33.98
2150,2019,6,AG,32.11
2151,2019,6,Ada Band,0.14
2152,2019,6,Aimer,19.54
2153,2019,6,Aioi,2.57
2154,2019,6,All Sons & Daughters,6.64
2155,2019,6,Andra & The Backbone,4.47
2156,2019,6,Andrew Applepie,7.74
2157,2019,6,Aron Wright,7.67
2158,2019,6,BANNERS,3.94
2159,2019,6,BLACKPINK,3.59
2160,2019,6,Bag Raiders,0.01
2161,2019,6,Beck,5.87
2162,2019,6,Billie Eilish,1119.1
2163,2019,6,Bishop Briggs,20.33
2164,2019,6,Bob Seger,0.16
2165,2019,6,Bondan Prakoso,3.64
2166,2019,6,CHiCO with HoneyWorks,0.02
2167,2019,6,Celldweller,0.09
2168,2019,6,Cokelat,95.7
2169,2019,6,Cranky,2.48
2170,2019,6,Danilla,296.0
2171,2019,6,Danyka Nadeau,4.61
2172,2019,6,Daphne Willis,5.97
2173,2019,6,Derby,15.53
2174,2019,6,Dewa,0.09
2175,2019,6,Dewa 19,7.44
2176,2019,6,Direct,4.58
2177,2019,6,Disco Fries,12.81
2178,2019,6,Don Nelson,0.04
2179,2019,6,Ed Sheeran,7.41
2180,2019,6,Eir Aoi,0.0
2181,2019,6,Electric Light Orchestra,3.57
2182,2019,6,Erin McCarley,5.13
2183,2019,6,Eyemedia,4.8
2184,2019,6,Far East Movement,3.61
2185,2019,6,Fight Like Apes,3.39
2186,2019,6,Florence + The Machine,8.01
2187,2019,6,Flume,0.05
2188,2019,6,Foster The People,0.4
2189,2019,6,Gesang,0.02
2190,2019,6,Gigi,0.08
2191,2019,6,Gorillaz,3.84
2192,2019,6,Hoskey,5.13
2193,2019,6,Hyper Potions,0.04
2194,2019,6,Ikimonogakari,4.98
2195,2019,6,Imagine Dragons,3.12
2196,2019,6,In Love With a Ghost,21.14
2197,2019,6,James Arthur,3.52
2198,2019,6,Jill Andrews,8.96
2199,2019,6,Jon Brion,6.12
2200,2019,6,Kana Nishino,4.75
2201,2019,6,Killabyte,0.03
2202,2019,6,Killerblood,2.28
2203,2019,6,Kotak,76.22
2204,2019,6,Kygo,58.11
2205,2019,6,LVTHER,3.25
2206,2019,6,Led Zeppelin,2.51
2207,2019,6,Lenka,3.93
2208,2019,6,LiSA,0.07
2209,2019,6,Lily Allen,1.65
2210,2019,6,LÉON,3.89
2211,2019,6,MAN WITH A MISSION,5.01
2212,2019,6,MGMT,4.35
2213,2019,6,Macklemore,9.18
2214,2019,6,Maroon 5,7.14
2215,2019,6,Marshmello,0.43
2216,2019,6,Martin Garrix,5.86
2217,2019,6,Mayumi Itsuwa,0.01
2218,2019,6,Mielo,0.02
2219,2019,6,Mocca,6.45
2220,2019,6,NTRL,51.19
2221,2019,6,Nikki Simmons,0.02
2222,2019,6,Nirvana,0.01
2223,2019,6,Noah,0.65
2224,2019,6,OneRepublic,3.95
2225,2019,6,Onoken,1.82
2226,2019,6,Padi,4.72
2227,2019,6,Paramore,4.8
2228,2019,6,Pink Guy,3.37
2229,2019,6,Post Malone,23.12
2230,2019,6,RADWIMPS,17.86
2231,2019,6,Radiohead,4.78
2232,2019,6,Rag'n'Bone Man,3.35
2233,2019,6,Rameses B,3.65
2234,2019,6,Reunify,3.95
2235,2019,6,Riouth,62.76
2236,2019,6,Rudimental,6.04
2237,2019,6,Run The Jewels,3.53
2238,2019,6,SEKAI NO OWARI,8.83
2239,2019,6,SILENT SIREN,0.02
2240,2019,6,Scott Brown,4.22
2241,2019,6,Shawn Wasabi,2.7
2242,2019,6,Sheila On 7,29.93
2243,2019,6,Slank,0.7
2244,2019,6,The Chainsmokers,11.9
2245,2019,6,The Changcuters,5.42
2246,2019,6,The Gregory Brothers,2.6
2247,2019,6,The Head And The Heart,14.88
2248,2019,6,The Polyphonic Spree,5.59
2249,2019,6,The Willowz,0.01
2250,2019,6,Trivecta,4.5
2251,2019,6,Tut Tut Child,4.59
2252,2019,6,Ungu,0.06
2253,2019,6,Vancouver Sleep Clinic,8.47
2254,2019,6,Ylvis,8.05
2255,2019,6,Zedd,3.5
2256,2019,6,alt-J,22.71
2257,2019,6,amazarashi,2.67
2258,2019,6,ayaka,9.26
2259,2019,6,for KING & COUNTRY,0.07
2260,2019,6,frederic,5.47
2261,2019,6,kobasolo,54.14
2262,2019,6,naotyu-,0.02
2263,2019,6,supercell,0.01
2264,2019,7,AG,9.59
2265,2019,7,Aioi,0.02
2266,2019,7,Andra & The Backbone,109.3
2267,2019,7,Andrew Applepie,4.18
2268,2019,7,Bay City Rollers,116.94
2269,2019,7,Big Thief,2.72
2270,2019,7,Billie Eilish,23.87
2271,2019,7,Bishop Briggs,17.24
2272,2019,7,Cokelat,124.44
2273,2019,7,Danilla,37.43
2274,2019,7,David Gray,1.92
2275,2019,7,Disco Fries,0.37
2276,2019,7,Fiction Factory,0.06
2277,2019,7,Florence + The Machine,2.24
2278,2019,7,Gerard Way,341.32
2279,2019,7,Gesang,4.12
2280,2019,7,Gin Wigmore,113.13
2281,2019,7,Hooverphonic,0.08
2282,2019,7,In Love With a Ghost,2.42
2283,2019,7,Jamiroquai,0.04
2284,2019,7,Karen Dalton,0.55
2285,2019,7,Kotak,44.01
2286,2019,7,Kygo,22.16
2287,2019,7,Mayumi Itsuwa,3.27
2288,2019,7,NTRL,36.88
2289,2019,7,Nina Simone,0.04
2290,2019,7,Nirvana,5.03
2291,2019,7,Noel Gallagher's High Flying Birds,131.65
2292,2019,7,Padi,182.76
2293,2019,7,Post Malone,12.89
2294,2019,7,Queen,1.88
2295,2019,7,Radiohead,0.15
2296,2019,7,Rihanna,0.04
2297,2019,7,Riouth,6.62
2298,2019,7,Sheila On 7,593.45
2299,2019,7,Smith Westerns,0.96
2300,2019,7,The Changcuters,159.78
2301,2019,7,The Doors,0.56
2302,2019,7,The Turtles,15.93
2303,2019,7,They Might Be Giants,94.9
2304,2019,7,Three Dog Night,0.75
2305,2019,7,Tiffany,90.24
2306,2019,7,Toploader,326.31
2307,2019,7,Weezer,0.09
2308,2019,7,Woodkid,3.55
2309,2019,7,alt-J,8.87
2310,2019,7,kobasolo,0.12
2311,2019,7,supercell,0.98
2312,2019,8,AG,14.39
2313,2019,8,AJR,3.35
2314,2019,8,Aimer,12.62
2315,2019,8,Aioi,5.75
2316,2019,8,Alessia Cara,0.08
2317,2019,8,All Sons & Daughters,6.71
2318,2019,8,Andra & The Backbone,45.71
2319,2019,8,Andrew Applepie,15.28
2320,2019,8,Anna Yvette,3.85
2321,2019,8,Artis Cilik Psp,111.82
2322,2019,8,Au5,6.96
2323,2019,8,BLACKPINK,1.19
2324,2019,8,Bag Raiders,3.93
2325,2019,8,Bay City Rollers,59.65
2326,2019,8,Beck,5.21
2327,2019,8,Billie Eilish,19.96
2328,2019,8,Bishop Briggs,72.7
2329,2019,8,Bob Seger,6.47
2330,2019,8,Bruno Mars,3.44
2331,2019,8,CHiCO with HoneyWorks,10.39
2332,2019,8,Clean Bandit,3.54
2333,2019,8,Cokelat,94.1
2334,2019,8,Danilla,92.97
2335,2019,8,Daphne Willis,3.74
2336,2019,8,Derby,7.97
2337,2019,8,Direct,4.58
2338,2019,8,Disco Fries,12.32
2339,2019,8,Don Nelson,4.13
2340,2019,8,Ed Sheeran,11.31
2341,2019,8,Eir Aoi,8.7
2342,2019,8,Erin McCarley,3.31
2343,2019,8,Florence + The Machine,4.49
2344,2019,8,Foorin,1024.86
2345,2019,8,Foster The People,3.99
2346,2019,8,Gerard Way,124.74
2347,2019,8,Gesang,17.85
2348,2019,8,Gin Wigmore,59.1
2349,2019,8,Hoskey,7.53
2350,2019,8,Hyper Potions,4.42
2351,2019,8,Ikimonogakari,3.6
2352,2019,8,In Love With a Ghost,29.66
2353,2019,8,Jill Andrews,6.91
2354,2019,8,Joji,0.26
2355,2019,8,Jon Brion,5.14
2356,2019,8,Julie Andrews,0.42
2357,2019,8,Kana Nishino,4.2
2358,2019,8,Killabyte,4.25
2359,2019,8,Killerblood,2.28
2360,2019,8,Kotak,31.41
2361,2019,8,Kygo,21.63
2362,2019,8,LVTHER,3.24
2363,2019,8,Led Zeppelin,2.44
2364,2019,8,LiSA,12.44
2365,2019,8,LÉON,7.74
2366,2019,8,MGMT,8.67
2367,2019,8,Macklemore,11.36
2368,2019,8,Maroon 5,3.36
2369,2019,8,Martin Garrix,3.68
2370,2019,8,Martin Mailoa,0.86
2371,2019,8,Mayumi Itsuwa,3.27
2372,2019,8,Mellyana Manuhutu,0.12
2373,2019,8,Mena Massoud,182.93
2374,2019,8,Mielo,3.8
2375,2019,8,NTRL,116.53
2376,2019,8,Nikki Simmons,4.93
2377,2019,8,Nirvana,10.61
2378,2019,8,Noel Gallagher's High Flying Birds,55.88
2379,2019,8,OneRepublic,3.91
2380,2019,8,Padi,61.21
2381,2019,8,Pink Guy,3.74
2382,2019,8,Post Malone,13.18
2383,2019,8,RADWIMPS,19.37
2384,2019,8,Rag'n'Bone Man,3.34
2385,2019,8,Rameses B,5.38
2386,2019,8,Reunify,7.88
2387,2019,8,Riouth,11.51
2388,2019,8,Rootkit,4.59
2389,2019,8,Rudimental,3.51
2390,2019,8,Run The Jewels,3.51
2391,2019,8,SEKAI NO OWARI,8.84
2392,2019,8,SILENT SIREN,9.11
2393,2019,8,San Holo,3.61
2394,2019,8,Shawn Wasabi,2.7
2395,2019,8,Sheila On 7,115.7
2396,2019,8,Ten2Five,0.18
2397,2019,8,The Chainsmokers,7.77
2398,2019,8,The Changcuters,70.86
2399,2019,8,The Gregory Brothers,2.6
2400,2019,8,The Head And The Heart,9.47
2401,2019,8,The Hit Crew,144.04
2402,2019,8,The Polyphonic Spree,3.05
2403,2019,8,The Willowz,2.97
2404,2019,8,They Might Be Giants,65.24
2405,2019,8,Tiffany,128.63
2406,2019,8,Tjoek Soeparlan,432.29
2407,2019,8,Toploader,171.61
2408,2019,8,Tut Tut Child,4.59
2409,2019,8,Vancouver Sleep Clinic,4.23
2410,2019,8,ZAYN,191.17
2411,2019,8,Zedd,3.5
2412,2019,8,alt-J,30.31
2413,2019,8,amazarashi,2.69
2414,2019,8,ayaka,0.12
2415,2019,8,dark cat,4.06
2416,2019,8,for KING & COUNTRY,4.9
2417,2019,8,frederic,4.25
2418,2019,8,kobasolo,117.48
2419,2019,8,naotyu-,4.8
2420,2019,8,supercell,5.66
2421,2019,9,A L E X,55.78
2422,2019,9,ABSRDST,28.33
2423,2019,9,AG,9.61
2424,2019,9,Aioi,3.5
2425,2019,9,All Sons & Daughters,6.61
2426,2019,9,Andra & The Backbone,31.32
2427,2019,9,Andrew Applepie,13.9
2428,2019,9,Artis Cilik Psp,17.02
2429,2019,9,Barnes Blvd.,57.65
2430,2019,9,Bay City Rollers,26.18
2431,2019,9,Billie Eilish,20.9
2432,2019,9,Bishop Briggs,1201.0
2433,2019,9,Burbank,19.72
2434,2019,9,CHiCO with HoneyWorks,10.39
2435,2019,9,City Girl,70.84
2436,2019,9,Cokelat,50.52
2437,2019,9,Danilla,62.34
2438,2019,9,Daphne Willis,3.75
2439,2019,9,Derby,3.99
2440,2019,9,Disco Fries,12.77
2441,2019,9,Eir Aoi,17.4
2442,2019,9,Elijah Who,42.91
2443,2019,9,Florence + The Machine,7.58
2444,2019,9,Foorin,34.88
2445,2019,9,Gerard Way,56.58
2446,2019,9,Gesang,16.51
2447,2019,9,Gin Wigmore,30.84
2448,2019,9,H E R B,32.98
2449,2019,9,Harris Cole,9.55
2450,2019,9,Hoskey,2.9
2451,2019,9,Hozier,0.04
2452,2019,9,Ibrahim,9.3
2453,2019,9,Idealism,40.46
2454,2019,9,In Love With a Ghost,399.72
2455,2019,9,Instupendo,3.93
2456,2019,9,Jinsang,12.56
2457,2019,9,Joey Pecoraro,12.36
2458,2019,9,Kendall Miles,6.76
2459,2019,9,Knowmadic,21.2
2460,2019,9,Kotak,13.88
2461,2019,9,Kudasaibeats,58.23
2462,2019,9,Kygo,15.28
2463,2019,9,Lena Raine,86.46
2464,2019,9,LiSA,27.69
2465,2019,9,Limes,4.67
2466,2019,9,Louie Zong,42.1
2467,2019,9,LÉON,3.88
2468,2019,9,Mayumi Itsuwa,6.57
2469,2019,9,Mena Massoud,26.34
2470,2019,9,NTRL,23.4
2471,2019,9,Nikki Simmons,2.47
2472,2019,9,Nirvana,14.44
2473,2019,9,Noel Gallagher's High Flying Birds,34.11
2474,2019,9,Nohidea,6.26
2475,2019,9,Padi,34.23
2476,2019,9,Post Malone,10.54
2477,2019,9,RADWIMPS,91.36
2478,2019,9,Riouth,18.75
2479,2019,9,Rook1e,25.98
2480,2019,9,SILENT SIREN,12.97
2481,2019,9,Saib,168.89
2482,2019,9,Sheila On 7,78.31
2483,2019,9,Shura,104.24
2484,2019,9,Sleepdealer,2.32
2485,2019,9,Snail's House,146.75
2486,2019,9,The Changcuters,61.46
2487,2019,9,The Deli,24.4
2488,2019,9,The Hit Crew,20.09
2489,2019,9,They Might Be Giants,23.55
2490,2019,9,Through & Through,15.79
2491,2019,9,Tiffany,38.15
2492,2019,9,Tjoek Soeparlan,26.99
2493,2019,9,Tomppabeats,3.07
2494,2019,9,Toploader,73.0
2495,2019,9,Wrabel,0.3
2496,2019,9,ZAYN,36.47
2497,2019,9,alt-J,7.06
2498,2019,9,aqualina,16.17
2499,2019,9,biosphere,56.4
2500,2019,9,bo en,5.36
2501,2019,9,dark cat,20.28
2502,2019,9,eery,16.81
2503,2019,9,eevee,12.57
2504,2019,9,for KING & COUNTRY,4.88
2505,2019,9,frad,65.42
2506,2019,9,halberd,5.36
2507,2019,9,j^p^n,28.39
2508,2019,9,kobasolo,148.97
2509,2019,9,mt. fujitive,5.89
2510,2019,9,naotyu-,2.4
2511,2019,9,potsu,42.73
2512,2019,9,"quickly, quickly",23.8
2513,2019,9,sad boy with a laptop,33.44
2514,2019,9,santpoort,17.63
2515,2019,9,sophie meiers,8.21
2516,2019,9,supercell,11.33
2517,2019,9,weird inside,23.51
2518,2019,10,ASHA,268.12
2519,2019,10,Afternoon Diesel,3.04
2520,2019,10,Alison Wonderland,0.02
2521,2019,10,Anca Pop,0.0
2522,2019,10,Andra & The Backbone,12.85
2523,2019,10,Artis Cilik Psp,30.56
2524,2019,10,Bares,0.0
2525,2019,10,Bay City Rollers,11.71
2526,2019,10,Bessie Turner,71.56
2527,2019,10,Billie Eilish,1.72
2528,2019,10,CALVO,0.0
2529,2019,10,CHIAKI SATO,0.07
2530,2019,10,CHVRCHES,285.55
2531,2019,10,Catz 'n Dogz,0.0
2532,2019,10,Cokelat,5.66
2533,2019,10,Dream Wife,6.03
2534,2019,10,FAITH,0.08
2535,2019,10,Foorin,23.48
2536,2019,10,Fukkk Offf,0.08
2537,2019,10,Gerard Way,18.67
2538,2019,10,Gin Wigmore,13.69
2539,2019,10,Go Exploring,0.63
2540,2019,10,HIDDN,0.03
2541,2019,10,High Learys,0.07
2542,2019,10,In Love With a Ghost,153.8
