danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0.748,0.223,9,-18.678,0,0.134,0.938,0.172,0.115,0.0497,130.047,4
0.666,0.245,2,-10.707,0,0.0338,0.76,0.825,0.092,0.0614,135.989,4
0.512,0.167,7,-17.964,0,0.0514,0.46,0.753,0.0942,0.0312,144.261,4
0.685,0.249,8,-16.884,0,0.14,0.749,0.378,0.121,0.113,120.014,4
0.496,0.294,10,-16.636,1,0.0509,0.965,0.874,0.108,0.153,69.595,4
0.618,0.108,10,-18.106,0,0.0528,0.941,0.908,0.116,0.287,76.004,1
0.576,0.195,9,-16.923,0,0.0665,0.699,0.92,0.142,0.208,78.031,4
0.555,0.147,4,-20.949,0,0.0397,0.855,0.912,0.0983,0.177,172.006,4
0.554,0.757,2,-3.589,1,0.0292,0.185,0.0,0.086,0.57,151.923,4
0.671,0.148,5,-14.981,0,0.0657,0.851,0.0,0.142,0.594,98.47,3
0.657,0.942,9,-3.505,1,0.043,0.202,0.0,0.257,0.572,123.029,4
0.414,0.972,9,-2.41,0,0.258,0.00721,0.0,0.3,0.395,170.957,4
0.621,0.533,1,-5.974,1,0.0342,0.78,0.0,0.333,0.791,96.981,4
0.596,0.758,8,-3.717,1,0.0315,0.00739,0.0,0.0394,0.779,114.941,4
0.431,0.966,0,-2.729,1,0.0832,0.00128,0.0,0.128,0.571,144.983,4
0.462,0.85,6,-5.558,0,0.0453,0.0256,1.94e-05,0.0756,0.206,172.063,4
0.543,0.591,0,-6.702,1,0.0276,0.0285,0.0,0.0822,0.344,125.927,4
0.663,0.882,7,-3.382,1,0.0616,0.0187,0.0,0.131,0.894,130.991,4
0.627,0.884,7,-4.619,1,0.0484,0.0116,0.0,0.103,0.456,130.061,4
0.649,0.548,1,-6.879,1,0.184,0.0182,0.0,0.165,0.075,76.008,4
0.529,0.955,0,-2.087,1,0.0434,2.57e-05,0.0,0.105,0.73,103.981,4
0.374,0.35,10,-11.48,1,0.176,0.843,0.0,0.188,0.129,74.464,1
0.614,0.386,11,-12.103,1,0.0466,0.624,0.0,0.33,0.353,101.972,4
0.586,0.231,11,-9.534,1,0.0321,0.781,0.0,0.152,0.238,112.136,5
0.684,0.177,0,-18.859,1,0.0693,0.939,0.913,0.119,0.18,139.912,4
0.586,0.182,7,-17.904,0,0.0915,0.802,0.926,0.0851,0.0794,77.019,4
0.687,0.344,0,-14.117,1,0.0413,0.76,0.646,0.0994,0.198,140.008,4
0.615,0.0713,9,-16.105,1,0.0558,0.801,0.818,0.163,0.374,140.135,4
0.626,0.161,5,-15.395,1,0.0394,0.757,0.912,0.146,0.429,72.004,4
0.641,0.246,4,-11.391,1,0.036,0.541,0.818,0.119,0.0799,114.002,4
0.527,0.187,5,-19.299,0,0.0386,0.82,0.89,0.0957,0.0733,94.06,4
0.506,0.093,7,-16.693,0,0.0435,0.727,0.923,0.355,0.142,113.047,1
0.749,0.0791,10,-20.229,1,0.0373,0.901,0.944,0.115,0.0688,119.965,4
0.601,0.251,1,-17.477,1,0.0358,0.81,0.392,0.102,0.264,133.95,4
0.724,0.128,10,-17.928,0,0.0642,0.859,0.432,0.109,0.142,139.974,4
0.711,0.233,8,-18.406,1,0.0358,0.85,0.871,0.11,0.31,120.005,4
0.518,0.357,10,-13.723,0,0.0936,0.338,0.795,0.114,0.484,83.993,4
0.689,0.185,5,-19.242,0,0.0421,0.831,0.86,0.111,0.144,143.958,4
0.727,0.345,10,-16.003,0,0.101,0.95,0.895,0.127,0.346,140.018,4
0.627,0.225,4,-20.161,1,0.11,0.814,0.786,0.0964,0.158,84.018,4
0.668,0.173,0,-14.207,0,0.0697,0.577,0.86,0.121,0.282,140.032,3
0.695,0.232,11,-15.058,0,0.0489,0.962,0.902,0.132,0.0918,68.99,4
0.517,0.164,0,-12.237,1,0.0621,0.546,0.915,0.0779,0.0706,154.292,4
0.702,0.575,4,-4.536,1,0.029,0.247,0.0,0.14,0.471,92.511,4
0.678,0.443,4,-6.274,1,0.0317,0.19,4.75e-06,0.0774,0.29,98.99,4
0.488,0.638,8,-4.502,1,0.058,0.0258,2.24e-05,0.12,0.713,207.906,4
0.718,0.475,7,-11.469,1,0.0611,0.845,0.801,0.105,0.678,157.032,4
0.88,0.356,11,-7.802,1,0.297,0.417,0.0,0.0997,0.468,129.822,4
0.662,0.789,7,-7.634,0,0.0305,0.0141,0.0,0.317,0.881,135.01,4
0.69,0.815,11,-5.227,0,0.0426,0.0157,2.85e-06,0.0636,0.613,94.032,4
0.657,0.697,5,-7.392,1,0.0297,0.00105,0.0225,0.286,0.915,120.028,4
0.506,0.769,3,-5.326,1,0.0363,0.113,0.0,0.0828,0.536,154.044,4
0.557,0.644,9,-5.931,1,0.033,0.0389,0.0,0.267,0.22,123.999,4
0.548,0.4,10,-6.954,1,0.0265,0.137,0.0,0.134,0.282,74.994,4
0.501,0.635,11,-3.697,1,0.0269,0.373,0.0,0.172,0.348,141.204,4
0.567,0.119,7,-19.723,0,0.0543,0.934,0.933,0.0809,0.144,68.984,3
0.645,0.179,4,-10.737,0,0.0508,0.375,0.421,0.23,0.125,56.983,4
0.631,0.177,9,-17.228,1,0.0365,0.915,0.773,0.132,0.121,99.996,4
0.606,0.352,2,-10.088,1,0.0344,0.865,0.893,0.0853,0.321,139.973,4
0.645,0.556,0,-6.713,0,0.0315,0.619,0.812,0.339,0.387,75.009,4
0.731,0.288,7,-12.665,1,0.0456,0.794,0.464,0.906,0.193,83.068,4
0.66,0.354,10,-14.817,1,0.0313,0.878,0.83,0.0986,0.18,139.962,4
0.639,0.515,7,-9.639,1,0.0294,0.096,0.547,0.151,0.22,140.032,4
0.354,0.241,7,-13.264,1,0.0335,0.979,0.931,0.189,0.231,133.834,3
0.533,0.126,2,-20.326,1,0.0353,0.926,0.877,0.165,0.0798,139.923,4
0.665,0.00444,4,-30.978,1,0.0545,0.835,0.793,0.0833,0.17,123.196,4
0.578,0.0587,1,-21.086,1,0.0405,0.885,0.921,0.106,0.0751,140.085,4
0.712,0.301,1,-11.586,0,0.0373,0.97,0.959,0.71,0.0859,145.942,4
0.395,0.147,11,-17.373,0,0.0537,0.784,0.914,0.0759,0.0398,142.308,4
0.688,0.335,1,-10.188,1,0.0336,0.536,0.906,0.188,0.0443,139.959,4
0.702,0.093,8,-18.081,1,0.0369,0.954,0.94,0.109,0.0878,68.064,4
0.753,0.188,11,-16.272,1,0.198,0.389,0.915,0.103,0.146,159.904,4
0.641,0.226,8,-15.486,1,0.039,0.92,0.936,0.383,0.0828,75.004,4
0.815,0.187,10,-14.093,1,0.102,0.715,0.936,0.0901,0.0721,136.996,4
0.578,0.0686,2,-23.782,1,0.0343,0.968,0.938,0.0906,0.123,133.949,4
0.533,0.948,0,-2.509,1,0.0437,2.61e-05,0.0,0.101,0.727,103.984,4
0.199,0.17,7,-11.093,0,0.0484,0.975,0.922,0.222,0.497,61.245,3
0.424,0.768,0,-9.04,1,0.045,0.000303,0.0181,0.363,0.791,129.694,4
0.565,0.174,9,-12.019,0,0.0447,0.883,0.953,0.11,0.106,144.038,4
0.532,0.127,4,-17.074,0,0.0621,0.903,0.955,0.135,0.354,59.973,4
0.572,0.0689,0,-24.008,1,0.0373,0.974,0.937,0.106,0.0481,74.076,4
0.616,0.0928,9,-19.365,1,0.0361,0.938,0.968,0.0955,0.159,148.034,4
0.654,0.375,0,-15.218,0,0.0366,0.582,0.908,0.0992,0.135,110.06,4
0.646,0.0499,2,-19.784,1,0.0309,0.946,0.929,0.0959,0.233,137.967,4
0.622,0.157,9,-15.407,0,0.0328,0.818,0.823,0.14,0.0445,73.992,4
0.734,0.124,11,-19.334,1,0.0432,0.932,0.963,0.0855,0.118,67.957,4
0.301,0.325,6,-11.679,0,0.029,0.538,0.925,0.12,0.0775,97.961,4
0.464,0.174,1,-10.888,0,0.0441,0.973,0.954,0.0843,0.171,175.268,5
0.386,0.211,10,-13.562,1,0.0358,0.978,0.893,0.0975,0.128,112.377,1
0.664,0.187,1,-18.55,1,0.0325,0.951,0.913,0.136,0.117,74.99,4
0.457,0.11,1,-21.034,0,0.0308,0.989,0.897,0.109,0.0949,42.78,4
0.621,0.176,1,-13.673,1,0.0446,0.931,0.94,0.11,0.26,140.278,4
0.539,0.0788,0,-20.534,0,0.0325,0.887,0.933,0.0917,0.0599,135.993,4
0.692,0.24,7,-15.367,1,0.031,0.864,0.874,0.0908,0.114,119.967,4
0.666,0.238,4,-18.196,1,0.036,0.885,0.871,0.105,0.209,120.002,4
0.534,0.193,0,-14.596,1,0.0334,0.866,0.639,0.0939,0.0672,68.978,4
0.594,0.114,10,-16.712,1,0.0321,0.928,0.904,0.0944,0.119,77.004,4
0.626,0.185,5,-14.467,1,0.0316,0.948,0.936,0.109,0.293,60.015,4
0.611,0.106,10,-14.993,1,0.0291,0.843,0.879,0.0951,0.115,140.029,4
0.786,0.521,7,-10.621,1,0.0427,0.934,0.94,0.108,0.208,113.32,4
0.325,0.21,1,-12.915,1,0.0326,0.968,0.934,0.241,0.0418,109.263,1
0.644,0.241,0,-14.602,1,0.0416,0.875,0.36,0.401,0.0592,138.946,4
0.642,0.213,11,-18.842,1,0.0467,0.988,0.932,0.115,0.304,139.882,4
0.636,0.0952,0,-20.423,1,0.049,0.984,0.835,0.092,0.17,126.031,4
0.609,0.204,5,-21.334,0,0.0364,0.945,0.932,0.152,0.0496,115.983,4
0.369,0.288,8,-14.527,1,0.0825,0.839,0.731,0.0922,0.121,209.839,3
0.723,0.0502,9,-20.089,0,0.0476,0.964,0.805,0.0731,0.212,139.993,4
0.226,0.178,7,-18.657,0,0.0359,0.917,0.87,0.119,0.038,144.035,4
0.741,0.0549,7,-19.621,1,0.0386,0.967,0.903,0.107,0.227,130.054,4
0.722,0.0848,0,-17.086,1,0.061,0.823,0.829,0.106,0.147,73.212,3
0.394,0.179,2,-14.202,1,0.0596,0.926,0.928,0.101,0.129,63.984,4
0.633,0.295,6,-18.058,1,0.0501,0.879,0.939,0.0929,0.34,76.0,4
0.535,0.243,6,-16.149,0,0.0336,0.72,0.942,0.245,0.0653,64.979,4
0.577,0.166,9,-14.003,1,0.0358,0.841,0.575,0.11,0.105,136.118,4
0.54,0.0632,3,-20.685,1,0.0431,0.93,0.959,0.11,0.597,147.956,4
0.555,0.338,2,-12.993,1,0.0306,0.88,0.919,0.33,0.0892,60.058,4
0.769,0.0177,11,-27.676,1,0.0991,0.884,0.916,0.114,0.421,142.032,4
0.597,0.0756,2,-22.813,1,0.0708,0.918,0.866,0.103,0.559,148.025,3
0.563,0.0594,3,-20.595,1,0.0856,0.973,0.921,0.089,0.162,73.0,4
0.623,0.0555,0,-25.272,1,0.0475,0.977,0.92,0.081,0.0809,138.0,3
0.643,0.127,0,-20.043,1,0.0375,0.844,0.822,0.629,0.119,94.974,4
0.585,0.37,6,-17.145,0,0.0455,0.544,0.919,0.092,0.0377,142.933,4
0.416,0.12,5,-16.755,1,0.0912,0.858,0.935,0.692,0.373,134.042,1
0.581,0.133,10,-17.525,1,0.0378,0.962,0.856,0.0896,0.0683,74.994,4
0.577,0.146,7,-10.543,0,0.143,0.79,0.895,0.105,0.281,166.999,3
0.642,0.526,11,-9.057,1,0.0385,0.000775,0.000836,0.185,0.575,144.989,4
0.483,0.72,1,-5.622,0,0.0446,0.00375,2.15e-06,0.161,0.726,183.965,4
0.73,0.572,5,-6.526,1,0.0528,0.0498,0.00405,0.188,0.873,90.026,4
0.516,0.794,4,-5.282,1,0.0325,1.68e-05,0.000402,0.124,0.72,149.956,4
0.596,0.801,2,-5.609,1,0.0262,0.000767,6.06e-05,0.0337,0.707,139.993,4
0.472,0.101,9,-21.352,0,0.0463,0.909,0.868,0.097,0.204,119.928,1
0.386,0.298,8,-11.809,1,0.0364,0.977,0.942,0.206,0.233,148.792,4
0.671,0.0883,10,-14.204,0,0.0389,0.957,0.947,0.103,0.301,80.019,4
0.816,0.757,11,-6.218,0,0.0443,0.0293,0.0,0.285,0.917,114.958,4
0.628,0.559,5,-6.79,1,0.0878,0.0513,0.00455,0.165,0.821,180.026,4
0.695,0.344,1,-9.627,1,0.0347,0.683,0.000411,0.16,0.169,115.037,4
0.491,0.866,11,-4.939,0,0.0903,0.00375,0.011,0.35,0.477,105.058,4
0.568,0.734,3,-5.497,1,0.0548,0.341,2.2e-05,0.567,0.458,122.913,4
0.608,0.779,4,-5.191,0,0.0349,0.11,0.0,0.0642,0.45,87.449,4
0.622,0.79,1,-6.125,1,0.0346,0.0901,0.000231,0.107,0.663,151.035,4
0.683,0.141,2,-19.727,0,0.043,0.226,0.903,0.0944,0.27,119.975,4
0.592,0.16,6,-21.041,0,0.0408,0.889,0.877,0.0744,0.0455,124.051,4
0.8,0.453,3,-13.238,0,0.0934,0.917,0.29,0.115,0.038,83.035,4
0.738,0.222,8,-12.364,0,0.0617,0.526,0.869,0.109,0.18,134.0,4
0.697,0.727,2,-8.279,1,0.0608,0.00127,0.13,0.0914,0.459,90.015,4
0.581,0.429,0,-9.722,1,0.0297,0.0014,4.61e-05,0.121,0.109,119.963,4
0.451,0.531,1,-3.406,1,0.071,0.096,0.00638,0.268,0.488,169.878,4
0.517,0.473,0,-10.12,1,0.0658,0.26,0.000956,0.0751,0.157,139.365,4
0.335,0.818,0,-5.543,0,0.126,0.111,0.0,0.267,0.458,139.624,4
0.751,0.837,11,-4.494,0,0.052,0.056,0.0,0.175,0.451,134.96,4
0.691,0.647,2,-6.563,1,0.0662,0.056,0.0,0.0689,0.558,77.527,4
0.198,0.607,0,-5.181,1,0.0388,0.0117,0.0591,0.0899,0.153,142.361,4
0.395,0.443,1,-7.711,1,0.0576,0.488,0.000104,0.101,0.529,188.325,3
0.378,0.431,1,-5.257,0,0.0335,0.862,0.0,0.0867,0.336,140.719,4
0.273,0.538,0,-5.218,0,0.049,0.211,0.0,0.13,0.223,87.427,4
0.386,0.803,4,-5.14,1,0.0516,0.00502,0.0,0.212,0.543,152.128,4
0.644,0.401,7,-6.782,1,0.0403,0.171,0.0,0.132,0.459,95.354,4
0.645,0.876,9,-5.116,1,0.0544,0.0851,0.00209,0.335,0.933,137.991,4
0.581,0.832,6,-5.48,1,0.0514,0.0753,0.0,0.0773,0.678,99.908,4
0.6,0.826,1,-5.367,1,0.065,0.0132,0.000132,0.0896,0.445,106.985,4
0.373,0.706,2,-5.747,1,0.0339,0.00101,0.145,0.228,0.217,154.752,4
0.666,0.527,9,-5.851,1,0.034,0.109,9.02e-05,0.132,0.37,115.979,4
0.498,0.795,5,-5.992,1,0.0444,0.00482,5.37e-05,0.124,0.762,172.564,4
0.675,0.885,8,-2.848,1,0.0487,0.0146,0.000488,0.153,0.514,125.98,4
0.765,0.833,0,-3.461,1,0.033,0.11,0.0,0.0306,0.961,118.007,4
0.565,0.693,4,-5.962,1,0.0281,0.126,3.7e-05,0.0888,0.191,101.909,4
0.875,0.649,6,-5.754,1,0.0433,0.429,0.00237,0.0704,0.833,140.031,4
0.687,0.63,2,-5.13,1,0.031,0.0576,0.0,0.257,0.548,115.986,4
0.647,0.827,1,-5.865,1,0.0328,0.0171,0.0025,0.0656,0.157,123.025,4
0.6,0.548,7,-6.977,1,0.0328,0.784,3.02e-05,0.116,0.263,89.98,4
0.482,0.542,5,-7.932,0,0.034,0.598,4.78e-05,0.0975,0.251,149.916,4
0.644,0.884,2,-4.577,1,0.0389,0.00973,0.0,0.0727,0.475,97.987,4
0.63,0.418,7,-7.111,0,0.0254,0.483,0.15,0.111,0.345,140.037,4
0.31,0.253,10,-12.303,1,0.0299,0.921,6.59e-06,0.0972,0.371,176.404,4
0.568,0.904,6,-4.772,0,0.226,0.00167,2.55e-06,0.11,0.487,169.935,4
0.653,0.852,10,-4.255,1,0.239,0.0153,0.0,0.653,0.763,162.02,4
0.63,0.423,2,-7.705,1,0.0318,0.507,2.24e-06,0.219,0.319,90.019,4
0.595,0.951,8,-3.279,1,0.068,0.032,7.14e-05,0.336,0.873,84.551,4
0.743,0.443,4,-6.968,1,0.0382,0.0225,6.76e-06,0.099,0.37,119.984,4
0.576,0.557,5,-11.71,1,0.0349,0.113,0.0,0.268,0.552,167.997,4
0.164,0.824,6,-4.198,1,0.081,0.00235,0.0,0.229,0.309,177.419,4
0.496,0.922,9,-4.686,1,0.045,0.000247,8.97e-05,0.274,0.712,169.988,4
0.479,0.754,2,-5.818,1,0.0849,0.455,5.82e-06,0.127,0.575,180.109,4
0.788,0.545,3,-7.647,1,0.0487,0.475,0.0138,0.134,0.583,119.948,4
0.515,0.449,5,-14.468,1,0.0337,0.227,0.0357,0.171,0.792,149.966,4
0.642,0.82,9,-4.548,0,0.0307,0.216,2.67e-06,0.131,0.521,104.018,4
0.461,0.74,9,-6.829,0,0.0292,0.000276,0.00158,0.87,0.489,148.053,4
0.36,0.209,4,-10.293,1,0.0355,0.967,0.00326,0.153,0.227,199.95,4
0.604,0.789,5,-6.259,1,0.0273,0.0011,0.828,0.368,0.348,122.032,4
0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,4
0.477,0.76,9,-5.745,1,0.054,0.00425,6.46e-06,0.337,0.465,132.909,4
0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,4
0.795,0.576,6,-4.971,1,0.0289,0.0787,1.01e-05,0.121,0.847,111.975,4
0.689,0.594,0,-7.645,1,0.0584,0.0301,0.0,0.102,0.653,137.112,4
0.632,0.714,7,-14.314,1,0.0455,0.00843,0.812,0.141,0.399,122.005,4
0.322,0.231,4,-12.919,1,0.0347,0.932,0.00076,0.149,0.228,91.186,3
0.694,0.475,2,-7.035,1,0.0345,0.159,3.9e-06,0.103,0.391,94.987,4
0.583,0.921,4,-8.383,1,0.0697,0.00377,0.462,0.226,0.222,125.98,4
0.828,0.66,6,-9.669,1,0.0337,0.508,0.403,0.0755,0.904,113.45,4
0.686,0.511,10,-7.782,1,0.0284,0.133,6.3e-05,0.102,0.39,107.067,4
0.546,0.586,6,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,4
0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,4
0.761,0.556,5,-6.566,1,0.15,0.345,3.78e-05,0.119,0.896,154.095,4
0.51,0.622,2,-5.727,1,0.0242,0.0108,4.11e-06,0.127,0.424,99.934,4
0.491,0.666,2,-6.42,1,0.0317,0.00146,1.29e-06,0.104,0.26,125.041,4
0.515,0.427,3,-10.166,1,0.0992,0.698,5.47e-06,0.148,0.101,188.552,3
0.492,0.921,2,-3.939,1,0.032,0.082,0.0114,0.301,0.679,138.008,4
0.557,0.496,10,-7.184,1,0.0332,0.208,0.00824,0.147,0.248,84.912,4
0.572,0.155,6,-14.405,1,0.0344,0.835,0.000137,0.0906,0.0949,109.923,3
0.522,0.765,0,-5.395,1,0.193,0.146,0.0,0.0866,0.455,180.065,4
0.765,0.663,0,-5.223,1,0.0652,0.141,0.000297,0.0924,0.686,150.091,4
0.588,0.358,0,-15.691,1,0.0401,0.303,0.901,0.136,0.43,124.187,4
0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,4
0.606,0.589,7,-7.194,0,0.0456,0.75,0.0102,0.0922,0.889,174.285,4
0.885,0.347,11,-7.769,0,0.0505,0.717,1.37e-05,0.105,0.798,123.984,4
0.534,0.62,0,-6.775,1,0.0504,0.0124,0.000736,0.296,0.547,106.986,4
0.581,0.105,9,-20.556,1,0.0335,0.893,0.931,0.101,0.0856,102.94,4
0.53,0.497,9,-13.07,1,0.0294,0.0433,0.3,0.0928,0.128,139.98,4
0.54,0.381,7,-14.323,1,0.0347,0.0217,0.000687,0.305,0.343,155.882,4
0.495,0.7,0,-7.674,1,0.0356,0.0352,1.22e-05,0.696,0.23,122.884,4
0.489,0.253,0,-19.161,1,0.0697,0.682,0.195,0.313,0.192,121.053,4
0.56,0.674,10,-6.048,1,0.0446,0.698,0.0,0.123,0.421,119.942,4
0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,4
0.523,0.63,7,-11.157,1,0.0262,0.349,0.936,0.0962,0.313,104.986,4
0.479,0.154,2,-15.051,1,0.0369,0.755,0.0261,0.11,0.232,92.457,4
0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,4
0.729,0.573,0,-9.13,1,0.0265,0.0293,0.00292,0.478,0.7,115.004,4
0.769,0.68,0,-5.873,1,0.0362,0.0123,0.00534,0.407,0.913,114.071,4
0.316,0.76,9,-8.69,1,0.0564,1.35e-05,7.38e-05,0.166,0.337,147.212,4
0.546,0.866,1,-7.073,1,0.0576,0.000909,0.0147,0.16,0.652,140.014,4
0.522,0.726,4,-4.115,1,0.0383,0.348,5.47e-06,0.148,0.331,161.867,4
0.586,0.882,0,-4.739,1,0.0301,0.0111,0.0653,0.32,0.627,113.008,4
0.515,0.645,4,-7.154,1,0.0294,0.0438,3.79e-05,0.154,0.399,108.948,4
0.612,0.727,4,-5.141,1,0.0492,0.173,5.61e-05,0.273,0.677,119.907,4
0.622,0.736,8,-6.219,1,0.0444,0.0156,0.0,0.112,0.432,97.006,4
0.575,0.331,7,-13.184,1,0.406,0.462,0.387,0.1,0.515,83.931,4
0.669,0.395,9,-9.598,1,0.03,0.332,0.000196,0.37,0.196,125.979,4
0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961,4
0.453,0.533,0,-9.324,1,0.0725,0.0176,0.00473,0.129,0.153,125.03,4
0.431,0.418,3,-12.462,1,0.0349,0.749,5.52e-06,0.121,0.258,101.032,4
0.304,0.249,10,-13.139,1,0.0718,0.591,0.000788,0.254,0.124,173.218,3
0.474,0.31,5,-12.151,1,0.0358,0.57,5.45e-05,0.324,0.241,125.925,4
0.461,0.12,0,-20.336,1,0.0442,0.75,9.65e-05,0.321,0.134,75.622,4
0.314,0.521,5,-7.88,1,0.0431,0.454,0.0,0.322,0.291,145.94,4
0.379,0.128,8,-21.211,1,0.0621,0.685,2.64e-05,0.203,0.0707,149.375,4
0.338,0.0347,5,-28.923,1,0.0566,0.972,0.0029,0.16,0.211,62.901,4
0.884,0.432,2,-10.128,1,0.0438,0.592,0.000449,0.104,0.772,127.953,4
0.703,0.259,9,-13.516,1,0.0377,0.912,0.0,0.0879,0.471,115.083,4
0.731,0.466,0,-7.289,1,0.0846,0.121,0.00103,0.189,0.324,145.003,4
0.805,0.606,4,-5.506,1,0.05,0.107,0.0,0.369,0.426,122.046,4
0.784,0.588,6,-8.26,0,0.0524,0.0891,0.0,0.126,0.519,109.994,4
0.645,0.19,5,-12.02,1,0.0382,0.785,0.000435,0.102,0.112,139.981,4
0.523,0.286,5,-7.634,1,0.0923,0.458,0.0,0.113,0.337,205.336,4
0.54,0.739,7,-5.919,1,0.231,0.00678,1.1e-05,0.0814,0.616,88.043,4
0.751,0.429,5,-10.552,1,0.0609,0.0627,5.54e-05,0.0993,0.393,95.025,4
0.85,0.353,2,-10.468,1,0.0911,0.0517,0.00101,0.0731,0.624,153.981,5
0.48,0.571,9,-5.953,0,0.0366,0.0786,1.5e-05,0.367,0.415,175.95,3
0.528,0.391,5,-12.134,0,0.0635,0.864,0.0535,0.113,0.322,90.352,4
0.741,0.484,7,-7.698,1,0.0413,0.0443,0.00544,0.499,0.308,125.925,4
0.405,0.178,5,-12.791,1,0.0326,0.883,0.00184,0.1,0.103,133.851,4
0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,4
0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,4
0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,4
0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,4
0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,4
0.766,0.706,7,-6.553,0,0.16,0.223,0.00028,0.064,0.766,142.989,4
0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,4
0.658,0.169,7,-11.249,1,0.0496,0.911,2.45e-06,0.0925,0.353,93.876,4
0.63,0.423,2,-7.705,1,0.0318,0.507,2.24e-06,0.219,0.319,90.019,4
0.603,0.799,2,-6.062,1,0.0379,0.725,1.79e-05,0.095,0.553,150.034,4
0.448,0.441,7,-10.121,1,0.0932,0.618,2.72e-05,0.114,0.118,76.611,4
0.495,0.745,11,-5.475,0,0.035,0.142,0.000409,0.194,0.589,143.397,4
0.628,0.421,5,-11.396,1,0.0313,0.0071,0.000339,0.102,0.188,134.786,4
0.569,0.827,3,-5.366,0,0.0427,0.112,3.57e-05,0.0902,0.268,144.927,4
0.597,0.793,7,-7.006,1,0.0361,0.0123,5.45e-06,0.157,0.755,167.2,4
0.804,0.214,2,-11.347,1,0.0484,0.964,0.0,0.124,0.294,123.968,4
0.436,0.292,8,-8.928,1,0.0504,0.909,0.000284,0.0974,0.177,82.62,3
0.791,0.296,2,-6.587,1,0.0321,0.135,0.00127,0.132,0.54,92.496,3
0.594,0.337,10,-8.226,1,0.0498,0.0882,0.0,0.175,0.166,184.034,3
0.755,0.852,2,-5.666,1,0.0388,0.023,0.00176,0.0475,0.919,123.969,4
0.829,0.577,9,-5.269,0,0.0637,0.0812,0.0,0.027,0.601,123.97,4
0.818,0.435,3,-10.209,1,0.16,0.348,0.0,0.0893,0.604,137.919,4
0.734,0.269,6,-11.116,0,0.0412,0.714,0.0,0.102,0.118,107.883,4
0.59,0.799,3,-5.009,1,0.0566,0.106,1.32e-06,0.143,0.8,192.004,4
0.721,0.797,8,-5.468,1,0.03,0.0421,0.00426,0.368,0.684,109.716,4
0.402,0.456,0,-7.854,1,0.0428,0.0298,0.0,0.137,0.254,98.921,4
0.771,0.427,5,-9.12,1,0.0605,0.548,0.000285,0.418,0.263,96.001,4
0.575,0.716,6,-5.148,1,0.0279,0.0213,0.000238,0.0658,0.498,92.518,4
0.69,0.827,4,-5.453,0,0.0825,0.0124,0.00168,0.0684,0.808,119.881,4
0.634,0.532,11,-8.754,1,0.0393,0.000891,0.000302,0.171,0.57,144.988,4
0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,4
0.649,0.548,1,-6.879,1,0.183,0.0182,0.0,0.165,0.0748,76.002,4
0.76,0.22,5,-9.343,1,0.0371,0.483,0.0,0.293,0.363,99.975,4
0.662,0.616,4,-9.621,1,0.206,0.156,0.000222,0.126,0.614,160.071,4
0.518,0.14,5,-16.925,1,0.0506,0.981,0.00122,0.104,0.209,109.75,4
0.492,0.236,2,-17.224,1,0.0359,0.723,0.159,0.351,0.151,75.102,4
0.458,0.179,11,-19.057,0,0.0888,0.938,0.175,0.119,0.243,77.737,5
0.831,0.606,9,-7.694,1,0.107,0.694,0.000109,0.0635,0.944,100.013,4
0.499,0.841,5,-7.084,0,0.0495,0.17,0.0201,0.354,0.559,165.833,4
0.597,0.599,10,-4.641,1,0.0337,0.0499,0.0,0.124,0.496,89.98,4
0.674,0.608,7,-7.315,1,0.0304,0.289,0.0,0.247,0.42,119.954,4
0.642,0.705,6,-9.172,0,0.0517,0.454,0.000625,0.133,0.522,124.011,4
0.574,0.728,0,-3.324,1,0.0311,0.536,0.0,0.176,0.839,167.988,4
0.54,0.767,0,-5.249,1,0.0486,0.00709,6.09e-05,0.0986,0.543,142.026,4
0.401,0.507,2,-7.001,1,0.089,0.549,0.0,0.164,0.236,180.159,4
0.685,0.9,5,-4.626,0,0.151,0.137,0.0,0.2,0.779,111.991,4
0.509,0.398,1,-9.044,1,0.279,0.496,0.000428,0.0951,0.754,172.766,4
