danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0.51,0.79,7,-4.542,1,0.0315,0.00141,0.0,0.0947,0.682,122.333,4
0.393,0.949,1,-4.141,1,0.0734,0.295,0.00178,0.129,0.382,136.807,4
0.732,0.931,9,-6.016,0,0.0637,0.0112,0.688,0.368,0.786,119.995,4
0.605,0.813,0,-4.785,1,0.0448,0.00702,0.114,0.145,0.238,167.997,4
0.359,0.722,7,-4.486,1,0.0383,0.0232,0.00109,0.103,0.475,96.419,3
0.553,0.76,6,-5.288,0,0.0489,0.00282,0.00772,0.364,0.213,131.986,4
0.381,0.716,0,-3.881,1,0.0724,0.466,0.0,0.0802,0.162,97.015,4
0.58,0.906,0,-4.198,0,0.0607,0.0357,0.000973,0.367,0.291,109.976,4
0.493,0.931,11,-4.387,1,0.0482,0.0403,0.00228,0.258,0.295,168.019,4
0.416,0.771,9,-5.188,1,0.115,0.0394,0.0,0.0963,0.235,150.219,4
0.568,0.827,3,-5.361,0,0.0426,0.113,4.33e-05,0.0898,0.266,144.919,4
0.686,0.814,1,-4.192,0,0.0536,0.0448,0.00187,0.0676,0.542,110.001,4
0.512,0.465,0,-10.636,1,0.0401,0.017,0.000293,0.305,0.0393,109.95,4
0.696,0.885,1,-4.168,0,0.105,0.065,7.24e-06,0.306,0.454,111.957,4
0.751,0.824,1,-4.215,0,0.365,0.00297,0.736,0.0837,0.559,127.944,4
0.601,0.891,4,-4.294,1,0.0649,0.015,0.000344,0.13,0.362,142.079,4
0.521,0.822,11,-4.639,0,0.0525,0.00676,0.000192,0.0484,0.371,127.969,4
0.451,0.786,11,-4.309,0,0.0511,0.0102,0.0,0.035,0.327,128.11,4
0.511,0.771,5,-5.453,1,0.0416,0.128,2.02e-06,0.099,0.198,127.988,4
0.659,0.868,11,-3.556,0,0.0752,0.000338,0.664,0.195,0.154,128.004,4
0.551,0.863,4,-5.417,0,0.0423,0.0144,0.0304,0.133,0.199,127.988,4
0.583,0.852,4,-5.593,0,0.0381,0.0113,0.134,0.716,0.231,127.999,4
0.757,0.829,1,-5.263,0,0.157,0.0356,0.0264,0.0515,0.531,110.017,4
0.352,0.814,2,-4.29,1,0.419,0.199,0.0,0.0915,0.575,94.147,4
0.557,0.786,1,-5.508,0,0.169,0.0138,0.00476,0.183,0.438,100.123,4
0.325,0.663,11,-5.869,0,0.074,0.0313,0.0101,0.0737,0.147,174.04,4
0.612,0.904,6,-3.943,1,0.0452,0.0602,0.00629,0.427,0.251,99.97,3
0.686,0.861,6,-4.06,0,0.0282,0.00085,0.000206,0.217,0.602,127.975,4
0.621,0.896,5,-5.86,0,0.0415,0.0213,0.321,0.303,0.505,125.999,4
0.529,0.892,9,-3.289,0,0.153,0.246,0.0,0.209,0.502,95.009,4
0.744,0.796,4,-2.546,0,0.0908,0.0647,0.0287,0.108,0.238,100.022,4
0.486,0.817,4,-3.326,1,0.0711,0.239,0.0,0.0845,0.301,170.079,4
0.528,0.796,11,-2.058,1,0.0528,0.275,0.0,0.471,0.226,127.988,4
0.508,0.775,11,-2.466,0,0.045,0.071,0.0,0.313,0.172,125.936,4
0.383,0.797,1,-6.193,0,0.0505,0.0245,0.000114,0.118,0.161,169.869,4
0.562,0.758,5,-6.116,1,0.0308,0.0218,0.000145,0.245,0.291,133.889,4
0.652,0.669,3,-4.905,1,0.0283,0.0303,0.000804,0.085,0.237,122.974,4
0.671,0.649,10,-6.733,0,0.0369,0.0601,2.2e-06,0.119,0.455,95.054,4
0.763,0.855,11,-5.856,0,0.0466,0.0191,0.138,0.166,0.704,123.994,4
0.687,0.861,1,-4.813,0,0.0327,0.00363,0.0283,0.0496,0.438,104.931,4
0.583,0.548,0,-9.107,1,0.0375,0.125,0.913,0.123,0.594,99.996,4
0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,3
0.446,0.934,2,-3.398,1,0.0458,9.37e-05,0.108,0.263,0.472,101.003,3
0.504,0.867,2,-5.768,1,0.0331,0.00581,0.43,0.32,0.497,96.922,4
0.458,0.93,2,-3.238,1,0.0449,0.000102,0.0462,0.208,0.488,100.996,3
0.623,0.834,2,-1.568,0,0.0638,0.011,0.000483,0.138,0.372,127.911,4
0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987,4
0.32,0.801,0,-4.25,1,0.054,0.0354,2.48e-06,0.13,0.0991,194.784,4
0.571,0.847,0,-3.753,0,0.121,0.148,0.0,0.1,0.344,128.048,4
0.576,0.797,11,-5.476,0,0.0499,0.0166,3.23e-05,0.21,0.137,110.051,4
0.518,0.899,10,-3.314,1,0.0771,0.162,0.0,0.191,0.488,128.032,4
0.393,0.641,8,-8.785,1,0.0436,0.0262,0.0,0.0867,0.597,159.776,4
0.639,0.748,9,-4.703,1,0.143,0.308,0.0,0.0691,0.64,120.306,5
0.494,0.678,1,-3.973,1,0.157,0.373,0.0,0.321,0.629,167.034,4
0.455,0.746,7,-5.449,0,0.0374,0.12,3.02e-05,0.106,0.177,145.012,4
0.636,0.72,11,-6.195,1,0.0432,0.0893,0.0178,0.0868,0.425,124.944,4
0.255,0.849,10,-5.85,1,0.0524,0.0393,0.0,0.496,0.169,112.025,4
0.633,0.285,10,-14.669,1,0.0328,0.221,0.364,0.106,0.12,134.13,4
0.448,0.847,9,-1.043,1,0.121,0.0823,0.0,0.0959,0.424,133.106,4
0.532,0.304,9,-11.327,1,0.0289,0.502,0.00528,0.0589,0.352,139.762,4
0.49,0.461,6,-6.164,1,0.032,0.254,0.0,0.284,0.487,168.125,4
0.374,0.432,11,-8.395,1,0.0334,0.691,0.00649,0.109,0.295,124.012,4
0.326,0.906,11,-3.979,1,0.137,0.000482,0.0,0.0912,0.584,189.888,4
0.834,0.628,2,-7.001,1,0.0616,0.352,0.784,0.0641,0.45,120.017,4
0.669,0.931,9,-3.396,1,0.0319,0.0717,0.0141,0.0975,0.491,109.992,4
0.824,0.874,9,-5.381,1,0.0712,0.0667,0.00242,0.118,0.505,117.059,4
0.705,0.741,9,-11.05,0,0.0655,0.116,0.162,0.17,0.647,124.04,4
0.758,0.865,0,-4.299,1,0.0709,0.611,0.013,0.157,0.753,124.959,4
0.625,0.982,7,-2.735,1,0.0397,0.429,0.157,0.332,0.647,127.991,4
0.702,0.887,0,-3.389,1,0.0545,0.446,0.544,0.143,0.823,108.017,4
0.812,0.874,0,-3.997,1,0.0367,0.465,0.0879,0.125,0.877,121.001,4
0.668,0.795,7,-4.045,1,0.0354,0.705,0.632,0.145,0.671,100.058,4
0.646,0.0828,10,-16.205,1,0.0435,0.838,1.2e-05,0.0934,0.293,108.826,4
0.783,0.319,6,-16.088,1,0.285,0.909,0.157,0.326,0.525,80.102,4
0.566,0.43,10,-11.333,0,0.0361,0.826,0.562,0.145,0.233,171.961,4
0.425,0.764,9,-7.003,1,0.0341,0.0499,0.0225,0.344,0.388,129.984,4
0.367,0.00781,10,-34.364,0,0.0373,0.995,0.848,0.0786,0.258,97.774,3
0.709,0.841,2,-7.161,1,0.0503,0.221,0.000508,0.124,0.655,113.061,4
0.48,0.73,5,-4.352,0,0.0366,0.00841,0.0,0.103,0.295,91.988,4
0.427,0.76,2,-5.859,0,0.032,0.00671,0.852,0.0773,0.0752,140.026,4
0.268,0.459,10,-6.94,1,0.0346,0.378,0.0,0.118,0.175,64.177,4
0.627,0.637,10,-9.411,0,0.0616,0.00138,0.088,0.0712,0.243,128.053,4
0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,4
0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,4
0.714,0.937,6,-2.947,1,0.0399,0.206,0.0,0.0731,0.964,124.13,4
0.465,0.0724,6,-24.279,0,0.0408,0.948,0.889,0.112,0.436,138.827,4
0.493,0.217,6,-14.834,0,0.037,0.524,0.0158,0.128,0.254,125.76,4
0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,4
0.675,0.207,0,-11.164,0,0.0354,0.334,0.745,0.3,0.293,115.582,4
0.436,0.454,9,-10.124,1,0.0692,0.985,0.94,0.135,0.624,178.385,3
0.451,0.217,5,-14.968,0,0.0373,0.96,0.901,0.113,0.154,118.458,4
0.783,0.61,7,-6.124,1,0.0696,0.343,0.0,0.0983,0.418,100.047,4
0.54,0.379,8,-25.094,1,0.0735,0.78,0.932,0.317,0.553,133.597,4
0.625,0.594,9,-7.373,1,0.0526,0.568,0.453,0.107,0.715,75.477,4
0.506,0.516,5,-16.843,1,0.0754,0.789,0.93,0.161,0.353,146.002,4
0.577,0.375,5,-24.999,0,0.0586,0.779,0.942,0.208,0.855,136.793,4
0.628,0.306,3,-22.311,0,0.0667,0.909,0.74,0.0925,0.884,127.455,3
0.825,0.693,6,-5.685,1,0.131,0.0922,0.0,0.0902,0.912,108.02,4
0.544,0.393,6,-15.052,1,0.0993,0.745,0.914,0.0423,0.145,124.122,4
0.786,0.402,9,-10.261,0,0.0757,0.937,0.812,0.384,0.284,84.119,4
0.519,0.874,10,-4.219,1,0.0389,0.144,0.0016,0.0548,0.166,145.944,4
0.6,0.604,6,-6.444,0,0.0668,0.032,1.37e-05,0.269,0.428,169.989,4
0.556,0.728,3,-4.807,1,0.0379,0.0756,5.28e-05,0.114,0.261,98.019,4
0.655,0.663,0,-6.068,1,0.0479,0.219,0.00351,0.173,0.359,139.958,4
0.522,0.85,1,-4.383,1,0.0716,0.0131,0.00192,0.107,0.194,140.011,4
0.557,0.215,8,-18.761,1,0.0317,0.977,0.913,0.0892,0.384,134.961,4
0.872,0.11,0,-24.87,1,0.143,0.993,0.957,0.111,0.874,118.515,4
0.0929,0.014,9,-29.2,1,0.0445,0.886,0.867,0.109,0.0679,164.683,4
0.288,0.32,11,-23.629,1,0.0484,0.667,0.279,0.11,0.0619,88.759,4
0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,4
0.324,0.103,6,-21.545,1,0.0425,0.909,0.813,0.153,0.0751,125.868,4
0.229,0.0326,4,-21.726,1,0.0374,0.939,0.92,0.106,0.257,68.015,4
0.457,0.95,2,-6.19,1,0.0648,0.0509,2.03e-06,0.0844,0.207,131.035,4
0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,4
0.567,0.0437,3,-22.912,1,0.0369,0.974,0.943,0.111,0.191,104.024,3
0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,4
0.202,0.076,4,-26.96,1,0.0437,0.95,0.993,0.0947,0.132,150.339,5
0.898,0.0489,1,-22.888,1,0.214,0.967,0.798,0.112,0.596,123.944,4
0.442,0.441,5,-17.311,1,0.0823,0.792,0.0129,0.692,0.855,198.479,4
0.0,0.26,7,-23.154,1,0.0,0.524,0.922,0.113,0.0,0.0,0
0.498,0.377,1,-19.858,1,0.0474,0.982,0.938,0.107,0.545,126.252,4
0.285,0.0567,2,-22.334,1,0.0393,0.86,0.877,0.112,0.0346,172.989,4
0.629,0.151,11,-19.033,1,0.0738,0.955,0.945,0.109,0.202,75.982,4
0.524,0.806,0,-5.338,1,0.36,0.0564,0.0,0.281,0.638,203.552,4
0.731,0.662,9,-11.58,0,0.255,0.568,0.00102,0.22,0.432,89.927,4
0.328,0.411,2,-8.964,1,0.0317,0.00785,0.0,0.0858,0.148,171.777,4
0.514,0.687,0,-5.37,1,0.0393,0.0427,1.2e-05,0.132,0.271,133.085,4
0.309,0.544,9,-9.621,1,0.352,0.155,0.000265,0.0727,0.16,180.979,4
0.618,0.876,7,-9.07,1,0.0556,0.0109,0.0508,0.223,0.381,124.959,4
0.617,0.807,9,-6.706,1,0.0441,0.0397,0.489,0.328,0.556,155.969,4
0.601,0.854,7,-6.919,1,0.0676,0.00273,0.812,0.11,0.671,124.882,4
0.512,0.768,5,-7.536,1,0.0467,0.000625,0.652,0.0871,0.517,81.991,4
0.554,0.754,7,-7.404,1,0.0506,0.00177,0.9,0.164,0.745,166.004,4
0.637,0.893,7,-6.11,1,0.0641,0.000708,0.644,0.135,0.63,109.011,4
0.471,0.911,2,-7.245,1,0.0898,0.0688,0.0815,0.392,0.373,174.131,4
0.628,0.815,9,-7.144,0,0.0625,0.11,0.79,0.159,0.33,108.024,4
0.616,0.935,4,-6.623,1,0.0397,0.00859,0.0,0.276,0.512,137.076,4
0.594,0.81,11,-6.751,0,0.0582,0.0243,4.69e-05,0.116,0.258,102.017,4
0.549,0.809,0,-9.882,1,0.0346,0.000869,0.0805,0.249,0.321,115.989,4
0.687,0.49,1,-7.332,1,0.039,0.59,0.47,0.107,0.807,98.969,3
0.65,0.422,4,-10.929,1,0.026,0.774,0.207,0.262,0.522,110.021,4
0.219,0.256,9,-11.838,1,0.0301,0.962,0.102,0.183,0.121,139.267,4
0.687,0.49,1,-7.332,1,0.039,0.59,0.47,0.107,0.807,98.969,3
0.849,0.567,4,-6.791,0,0.242,0.111,0.0,0.139,0.717,104.974,4
0.467,0.739,9,-4.833,1,0.04,0.282,0.0,0.36,0.684,162.015,4
0.37,0.447,10,-7.176,1,0.0296,0.0428,0.0,0.0924,0.375,184.766,3
0.612,0.949,9,-5.836,1,0.0504,0.0398,0.121,0.106,0.531,107.072,4
0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,4
0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,4
0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,4
0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964,4
0.922,0.583,5,-4.982,1,0.0753,0.0098,0.0,0.0962,0.494,136.043,4
0.879,0.609,4,-4.943,0,0.114,0.0071,0.0,0.072,0.569,123.991,4
0.758,0.677,5,-6.598,1,0.0782,0.456,0.0,0.0954,0.713,124.998,4
0.663,0.0847,0,-28.941,1,0.0434,0.971,0.832,0.101,0.314,119.84,4
0.558,0.727,1,-8.459,1,0.0341,0.0174,0.819,0.116,0.0844,165.117,4
0.349,0.419,7,-7.468,0,0.0278,0.157,0.716,0.151,0.066,76.996,4
0.716,0.819,1,-3.188,0,0.0266,0.0619,0.0,0.136,0.394,107.998,4
0.561,0.857,0,-5.285,1,0.255,0.0443,0.146,0.817,0.775,171.977,4
0.617,0.664,0,-8.646,1,0.0229,0.0018,0.678,0.087,0.254,100.014,4
0.461,0.286,2,-12.627,1,0.0377,0.921,0.156,0.0837,0.485,70.142,4
0.574,0.827,7,-6.454,1,0.0519,0.155,0.000222,0.0861,0.114,110.047,4
0.595,0.648,8,-7.647,1,0.0342,0.0187,0.000735,0.168,0.333,96.034,4
0.647,0.693,8,-7.052,0,0.0332,0.463,0.0753,0.0895,0.085,120.016,4
0.286,0.635,0,-9.833,0,0.0393,0.0143,8.04e-05,0.271,0.255,139.996,4
0.488,0.761,0,-4.097,1,0.043,0.0136,0.24,0.127,0.17,85.016,4
0.847,0.863,11,-8.469,0,0.0886,0.000943,3.58e-05,0.479,0.694,139.888,4
0.591,0.901,2,-5.414,1,0.0607,0.015,7.77e-06,0.0727,0.445,98.978,4
0.2,0.879,3,-6.521,1,0.0463,0.256,0.000104,0.802,0.418,176.392,4
0.537,0.722,10,-6.144,0,0.0475,0.299,0.000563,0.1,0.482,119.989,4
0.579,0.595,1,-6.375,1,0.0425,0.0319,0.00123,0.123,0.108,128.114,3
0.467,0.81,5,-9.147,0,0.041,1.43e-05,0.739,0.101,0.264,134.062,4
0.434,0.633,8,-6.45,1,0.0324,0.247,8.34e-05,0.104,0.398,134.793,4
0.664,0.794,1,-3.143,0,0.0765,0.0682,0.00146,0.118,0.71,99.952,4
0.799,0.626,1,-8.104,1,0.0725,0.366,0.00294,0.0765,0.506,115.012,4
0.469,0.974,1,-2.213,1,0.107,0.000281,0.256,0.208,0.0679,128.331,4
0.713,0.813,0,-7.904,1,0.0456,0.00435,5.59e-05,0.114,0.3,128.041,4
0.403,0.682,11,-5.476,1,0.0351,0.0307,0.0,0.186,0.233,79.841,4
0.41,0.502,8,-8.041,0,0.0361,0.0403,0.123,0.0913,0.319,124.02,4
0.544,0.886,4,-4.957,1,0.07,0.0856,7.1e-06,0.165,0.521,180.032,4
0.668,0.918,9,-2.836,0,0.0904,0.272,0.292,0.393,0.644,150.07,4
0.593,0.155,7,-18.992,0,0.0377,0.969,0.93,0.102,0.316,128.089,3
0.447,0.832,8,-4.602,1,0.0339,0.205,0.0037,0.0433,0.281,130.056,4
0.722,0.8,5,-8.451,0,0.0334,0.0538,0.805,0.355,0.97,119.03,4
0.772,0.845,8,-4.353,1,0.187,0.0441,0.000585,0.284,0.852,104.995,4
0.489,0.818,9,-2.452,1,0.0911,0.88,0.011,0.263,0.174,93.526,4
0.543,0.296,1,-22.531,1,0.035,0.989,0.889,0.131,0.637,73.942,4
0.53,0.79,5,-4.446,1,0.0369,0.000373,0.000742,0.244,0.577,84.011,4
0.699,0.486,9,-6.869,1,0.0369,0.78,2.12e-05,0.105,0.673,96.062,4
0.636,0.481,7,-10.746,0,0.0331,0.275,3.42e-05,0.107,0.469,89.996,4
0.398,1.0,7,-3.828,1,0.11,0.000521,0.197,0.0641,0.0391,140.003,4
0.501,0.595,10,-9.641,1,0.0501,0.602,0.75,0.299,0.119,109.938,4
0.528,0.319,7,-11.227,1,0.0312,0.901,0.731,0.191,0.407,109.987,4
0.584,0.817,5,-8.529,1,0.0342,0.448,0.774,0.0985,0.436,119.989,4
0.525,0.917,4,-7.63,0,0.0432,0.0837,0.0374,0.358,0.442,133.996,4
0.451,0.992,0,-7.831,0,0.156,0.000566,0.919,0.349,0.13,159.999,1
0.506,0.889,4,-9.376,0,0.0418,0.0453,0.875,0.122,0.918,131.955,4
0.592,0.631,7,-9.515,1,0.0479,0.571,2.23e-06,0.0858,0.506,88.031,4
0.275,0.83,2,-7.985,1,0.0617,6.31e-05,0.000202,0.0943,0.115,89.905,4
0.644,0.935,3,-4.935,1,0.0554,0.00153,0.0509,0.0661,0.664,128.007,4
0.514,0.974,0,-2.828,1,0.192,2.14e-05,0.0471,0.145,0.0593,106.033,4
0.485,0.844,8,-3.198,1,0.0365,0.272,0.000258,0.131,0.288,89.989,4
0.379,0.976,11,-4.019,0,0.0464,1.34e-05,0.796,0.308,0.346,175.046,4
0.608,0.66,11,-7.914,1,0.0319,0.0971,0.0,0.333,0.444,122.095,4
0.66,0.529,4,-13.432,1,0.0338,0.231,0.000193,0.111,0.447,97.981,4
0.734,0.597,7,-4.855,0,0.0482,0.001,0.00104,0.183,0.501,130.036,4
0.485,0.413,4,-11.827,1,0.0292,0.852,0.922,0.207,0.271,92.525,4
0.539,0.814,5,-7.723,1,0.0333,6.37e-05,0.89,0.126,0.316,108.061,4
0.154,0.742,11,-10.103,0,0.0783,0.00151,0.576,0.137,0.109,179.993,4
0.528,0.999,2,-2.429,1,0.0581,0.023,0.759,0.226,0.959,140.021,4
0.414,0.995,0,-4.009,1,0.0825,9.91e-05,0.97,0.511,0.525,99.939,3
0.596,0.195,5,-14.568,1,0.0316,0.87,9.28e-05,0.0707,0.401,146.075,4
0.471,0.797,0,-5.938,1,0.0489,0.043,0.0,0.128,0.355,169.896,3
0.458,0.853,8,-6.9,0,0.0545,0.00426,0.0683,0.017,0.677,180.011,3
0.576,0.663,0,-5.878,1,0.0474,0.0155,0.000338,0.34,0.4,130.919,4
0.544,0.998,1,-7.465,1,0.48,0.0365,0.521,0.567,0.0564,160.038,4
0.75,0.922,0,-4.8,1,0.236,0.00182,0.000137,0.119,0.388,127.984,4
0.452,0.808,0,-7.363,1,0.0334,0.00929,0.0,0.118,0.587,169.932,4
0.592,0.478,9,-9.088,0,0.0285,0.482,0.597,0.22,0.188,118.109,3
0.455,0.964,0,-8.042,0,0.45,0.000325,0.00048,0.304,0.105,159.973,4
0.45,0.688,2,-9.747,1,0.0449,0.0128,2.48e-05,0.108,0.654,164.01,4
0.633,0.276,5,-15.714,1,0.134,0.908,0.0,0.103,0.515,165.906,4
0.515,0.921,1,-9.926,1,0.053,0.0158,0.61,0.168,0.874,180.021,3
0.262,0.723,5,-6.719,0,0.0517,0.0403,0.0186,0.1,0.135,103.549,3
0.43,0.771,4,-9.376,0,0.0379,0.333,0.814,0.11,0.52,168.006,4
0.545,0.618,3,-9.051,0,0.0408,0.000194,0.505,0.258,0.686,99.984,4
0.321,0.604,8,-10.502,0,0.0517,0.0101,0.226,0.0604,0.294,126.747,4
0.488,0.843,6,-8.752,0,0.0891,0.0327,0.0173,0.157,0.184,93.603,4
0.631,0.788,5,-6.253,0,0.0315,0.0065,0.0,0.404,0.4,129.928,4
0.537,0.914,1,-8.33,0,0.0474,0.134,0.809,0.0928,0.728,129.941,4
0.614,0.751,2,-10.38,0,0.0365,0.271,0.905,0.292,0.748,125.031,4
0.202,0.204,9,-16.348,0,0.0402,0.992,0.929,0.0866,0.0346,100.081,4
0.549,0.68,7,-8.683,1,0.0346,0.00395,0.363,0.388,0.581,139.993,4
0.53,0.951,8,-7.094,1,0.0414,0.00016,0.881,0.045,0.724,147.972,4
0.332,0.927,5,-5.854,0,0.078,0.0388,0.633,0.108,0.574,83.314,4
0.753,0.759,1,-7.893,1,0.0438,0.0371,0.00614,0.0925,0.377,106.999,4
0.606,0.311,2,-12.009,1,0.0314,0.945,0.915,0.791,0.63,173.537,4
0.33,0.976,6,-5.268,1,0.0518,0.000398,0.263,0.0945,0.388,180.008,4
0.451,0.995,7,-8.167,1,0.0612,6.91e-05,0.682,0.317,0.509,145.995,4
0.501,0.939,7,-9.272,1,0.0493,5.23e-05,0.701,0.186,0.709,152.036,4
0.449,0.938,3,-2.477,1,0.0852,0.000418,0.0,0.158,0.579,96.945,4
0.481,0.969,4,-4.608,0,0.144,0.000604,0.481,0.311,0.193,150.035,4
0.46,0.4,4,-13.502,0,0.0315,0.883,0.785,0.264,0.388,169.878,4
0.35,0.931,5,-7.186,0,0.0379,0.0011,0.858,0.306,0.319,179.928,4
0.561,0.753,2,-9.744,1,0.0296,0.00786,0.69,0.212,0.242,130.99,4
0.519,0.67,1,-9.154,0,0.0524,0.506,0.892,0.215,0.576,117.084,4
0.395,0.278,0,-14.872,1,0.0313,0.973,0.845,0.0805,0.061,149.959,3
0.37,0.878,2,-4.553,1,0.0377,0.00697,0.0223,0.393,0.518,194.997,4
0.456,0.948,6,-2.292,0,0.0752,0.002,0.000202,0.238,0.44,175.089,4
0.574,0.943,11,-3.498,0,0.125,0.0133,0.656,0.113,0.553,100.032,4
0.628,0.766,2,-7.089,1,0.0782,0.00012,0.492,0.142,0.139,95.039,4
0.476,0.697,4,-6.944,1,0.0503,0.0425,0.0,0.12,0.647,159.937,4
0.447,0.726,2,-8.103,1,0.0301,0.00314,0.924,0.26,0.165,95.017,3
0.236,0.913,0,-4.778,1,0.0537,0.639,0.00034,0.237,0.294,127.037,4
0.594,0.455,8,-11.585,1,0.0315,0.443,0.0,0.0631,0.829,204.001,4
0.592,0.674,9,-5.328,0,0.0402,0.0914,0.0,0.331,0.338,78.454,4
0.512,0.882,2,-2.864,1,0.0719,0.44,0.0,0.154,0.888,183.927,4
0.715,0.349,5,-11.07,1,0.0339,0.856,0.00184,0.104,0.683,148.088,4
0.7,0.526,7,-7.043,0,0.0648,0.47,1.5e-05,0.11,0.834,102.919,4
0.681,0.746,7,-7.873,1,0.039,0.239,0.0,0.333,0.829,92.006,4
0.703,0.161,10,-13.73,1,0.0293,0.934,0.0225,0.115,0.325,108.745,4
0.507,0.837,2,-7.585,1,0.0606,0.00287,0.0,0.0857,0.795,161.94,4
0.831,0.523,4,-8.3,1,0.0604,0.432,0.00625,0.127,0.695,107.991,4
0.641,0.779,4,-4.35,1,0.0647,0.403,0.0,0.365,0.815,89.952,4
0.513,0.683,10,-4.922,1,0.0292,0.428,0.0,0.23,0.558,92.935,4
0.439,0.13,1,-13.447,1,0.0281,0.57,0.0,0.0845,0.141,98.632,3
0.454,0.284,1,-8.403,1,0.0293,0.628,3.86e-06,0.171,0.199,140.088,4
0.347,0.455,9,-6.919,1,0.0304,0.0767,0.000147,0.113,0.239,149.934,4
0.5,0.039,5,-18.254,1,0.0454,0.824,0.0,0.135,0.182,120.925,4
0.525,0.0783,5,-15.712,1,0.0452,0.94,0.000515,0.132,0.29,74.709,3
0.46,0.142,1,-12.153,1,0.0323,0.84,0.000733,0.21,0.198,90.373,3
0.637,0.565,10,-7.072,1,0.032,0.284,3.86e-05,0.288,0.548,89.951,4
0.535,0.508,2,-5.996,0,0.0318,0.233,0.0,0.0993,0.236,134.567,4
0.653,0.328,10,-8.378,0,0.0323,0.202,0.003,0.103,0.0871,143.909,4
0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,4
0.638,0.443,4,-8.052,0,0.0313,0.317,0.0,0.136,0.392,95.903,4
0.713,0.187,5,-13.318,1,0.047,0.905,3.04e-06,0.114,0.591,147.781,4
0.418,0.438,7,-9.137,0,0.112,0.611,0.0166,0.121,0.835,203.556,4
0.517,0.126,0,-13.939,1,0.0418,0.895,0.0,0.11,0.188,137.26,4
0.578,0.245,0,-11.27,1,0.0291,0.752,0.00583,0.213,0.303,127.934,4
0.392,0.212,0,-9.614,1,0.0331,0.751,2.71e-06,0.0754,0.523,170.592,4
0.542,0.707,2,-6.164,1,0.0587,0.0384,0.0,0.259,0.848,183.818,4
0.478,0.18,0,-15.416,1,0.0437,0.962,0.000791,0.117,0.239,119.751,4
0.61,0.389,1,-9.781,1,0.0235,0.198,0.00108,0.21,0.584,99.87,4
0.411,0.208,1,-8.649,1,0.0291,0.827,0.0018,0.113,0.19,136.238,4
0.552,0.882,1,-3.053,0,0.0297,0.368,1.18e-05,0.0563,0.568,108.991,4
0.797,0.902,7,-5.502,1,0.0523,0.000461,0.902,0.0481,0.899,159.992,4
0.435,0.524,0,-7.605,1,0.0756,0.695,0.0262,0.164,0.226,179.975,4
0.768,0.775,0,-5.111,1,0.035,0.0127,0.179,0.254,0.928,115.986,4
0.772,0.603,3,-4.116,1,0.0343,0.42,0.0,0.0963,0.562,114.027,4
0.734,0.839,0,-5.977,1,0.0457,0.15,0.0,0.125,0.752,89.985,4
0.568,0.611,10,-6.943,0,0.0853,0.648,0.0,0.11,0.384,126.03,4
0.372,0.763,8,-8.46,0,0.0827,0.263,2.24e-05,0.25,0.744,92.866,4
0.745,0.778,6,-6.731,0,0.0269,0.0205,0.0,0.333,0.871,104.024,4
0.615,0.0859,11,-21.519,1,0.814,0.439,0.0,0.354,0.159,63.899,4
0.582,0.401,0,-6.816,0,0.0292,0.102,1.84e-05,0.363,0.154,99.982,4
0.465,0.694,11,-6.946,0,0.24,0.832,0.875,0.147,0.508,87.352,4
0.598,0.912,9,-4.677,0,0.0327,0.00635,0.00889,0.169,0.89,128.005,4
0.396,0.385,1,-8.747,1,0.0267,0.397,0.00767,0.12,0.112,79.007,4
0.625,0.668,6,-4.315,1,0.0249,0.288,0.0,0.107,0.292,95.968,4
0.735,0.593,2,-9.09,0,0.21,0.438,1.04e-06,0.0882,0.471,120.039,4
0.585,0.704,2,-7.838,1,0.204,0.618,0.000139,0.287,0.66,158.199,4
0.793,0.721,2,-5.017,1,0.0363,0.363,0.00168,0.324,0.697,119.969,4
0.479,0.633,4,-6.044,0,0.278,0.648,0.000595,0.14,0.705,107.742,4
0.527,0.651,8,-7.881,1,0.0302,0.796,0.0317,0.0989,0.388,94.933,4
0.586,0.71,4,-5.902,0,0.0438,0.242,0.0,0.283,0.506,93.006,4
0.728,0.991,1,-6.125,1,0.456,0.401,0.0602,0.0559,0.0414,69.85,4
0.338,0.591,0,-9.122,1,0.0477,0.856,0.0754,0.165,0.822,173.947,3
